gene_IDs,DMSO,BPA
ENSG00000143158,12.0768298,12.09037755
ENSG00000250354,2.092583468,2.476520419
ENSG00000220205,10.19737984,10.09398873
ENSG00000217327,11.8982341,11.70312182
ENSG00000213569,10.48422123,10.37827015
ENSG00000185630,8.441267894,8.382136704
ENSG00000180530,8.163655184,8.064213319
ENSG00000183844,0.69082842,2.256038878
ENSG00000005981,5.377004272,5.427488
ENSG00000202111,4.045080772,3.742268025
ENSG00000070814,8.354281586,8.421995958
ENSG00000184428,9.236898896,9.361774646
ENSG00000147905,5.370387615,5.525778731
ENSG00000223982,6.731258194,6.906404737
ENSG00000277851,2.015616582,2.87958399
ENSG00000229931,6.593110127,6.647700195
ENSG00000115461,5.021212096,5.181139314
ENSG00000106993,8.197640267,8.216116134
ENSG00000233461,9.308881233,9.242547612
ENSG00000122483,1.882922611,2.543934994
ENSG00000155034,10.0214617,9.992650094
ENSG00000241582,12.64088911,12.61207719
ENSG00000163931,13.83147795,13.95397521
ENSG00000154710,6.676549659,6.538880736
ENSG00000176783,9.447241693,9.519166785
ENSG00000148396,8.011792976,8.181514961
ENSG00000173227,3.324012371,2.564202993
ENSG00000169299,9.235455627,9.141088855
ENSG00000196096,3.026435911,2.304257455
ENSG00000171451,6.673101484,6.645101277
ENSG00000205221,4.841995198,4.855611082
ENSG00000161132,8.147887423,8.454619212
ENSG00000181789,7.854324227,7.974796521
ENSG00000119711,11.04723433,11.01596465
ENSG00000112419,7.293715833,7.321159078
ENSG00000238045,3.329218414,3.496011489
ENSG00000166546,4.155929214,3.740626501
ENSG00000172239,8.793379039,8.75987784
ENSG00000136936,7.765614609,7.809655371
ENSG00000000003,9.632312833,9.620161001
ENSG00000181035,8.347747528,8.469092722
ENSG00000248936,3.081228835,2.821450187
ENSG00000168488,3.086542577,3.575176907
ENSG00000231208,4.096564128,3.926693558
ENSG00000288530,3.030195143,3.374696834
ENSG00000224415,13.60090272,13.65026352
ENSG00000157916,10.6601139,10.71853192
ENSG00000141034,8.096169677,7.982035171
ENSG00000172345,3.545312569,3.801148876
ENSG00000233330,4.419400883,4.492101046
ENSG00000114742,7.686421628,7.669397799
ENSG00000118922,8.684178474,8.554416339
ENSG00000116396,2.173622005,2.598335986
ENSG00000122406,14.04663601,14.06441599
ENSG00000117114,6.526570858,6.551930261
ENSG00000107185,5.273109001,5.638249158
ENSG00000169962,2.388171037,2.784280427
ENSG00000198964,7.638136346,7.633568028
ENSG00000228839,4.556180157,4.891409119
ENSG00000226862,5.363145948,5.486188756
ENSG00000140519,2.93756998,3.298446514
ENSG00000225210,5.245608751,5.157405869
ENSG00000225484,7.09188721,7.002413085
ENSG00000215067,7.094893206,6.951011701
ENSG00000014919,5.177372347,5.103356696
ENSG00000168734,4.717775573,5.386847684
ENSG00000275294,2.43514899,2.046415773
ENSG00000156313,3.757067253,3.882602986
ENSG00000266932,5.775748384,5.741054505
ENSG00000148843,6.42144995,6.454660572
ENSG00000143889,5.217379884,5.194737544
ENSG00000164414,6.149352596,5.982468789
ENSG00000244625,2.672936432,2.435918103
ENSG00000175602,8.066322286,8.02736042
ENSG00000173597,2.545356734,2.482698954
ENSG00000263666,6.408273636,6.651795428
ENSG00000132970,9.09167445,9.036599479
ENSG00000154122,5.894393933,5.787589319
ENSG00000258390,1.430643438,3.133395781
ENSG00000267302,3.246762046,3.46182747
ENSG00000141349,6.89285728,7.062228115
ENSG00000133083,6.71127052,6.822206939
ENSG00000183154,13.47879892,13.59236135
ENSG00000074603,8.986736035,9.166026367
ENSG00000149573,8.301976063,8.369981215
ENSG00000198074,13.84564781,13.98280737
ENSG00000259579,2.828804012,3.106172743
ENSG00000205363,6.370128051,6.202537117
ENSG00000161551,2.619793854,1.777935399
ENSG00000134250,8.351035589,8.392609332
ENSG00000110900,6.862195661,6.750824336
ENSG00000159307,3.872616435,4.187118838
ENSG00000211806,2.526771402,2.640498059
ENSG00000109743,3.232052208,3.15127265
ENSG00000108587,11.61966684,11.72932386
ENSG00000171552,7.172057745,7.180972596
ENSG00000110245,16.52104622,16.53161238
ENSG00000118922,2.804793084,2.727935262
ENSG00000163827,4.649069773,4.399077119
ENSG00000198492,10.52177699,10.54722012
ENSG00000229299,3.94465079,3.876730976
ENSG00000149474,10.15361565,10.13058847
ENSG00000143368,4.608394017,4.746599046
ENSG00000224870,7.064504865,7.177022515
ENSG00000237523,6.149420226,6.08657358
ENSG00000255402,7.54435213,7.686090116
ENSG00000231346,5.093963256,4.778146399
ENSG00000137692,4.767138828,4.976711798
ENSG00000246339,3.827249709,3.971406379
ENSG00000119632,8.638964593,8.65085415
ENSG00000162390,5.936430549,5.119840369
ENSG00000040199,6.371526834,6.32545176
ENSG00000120875,6.280859853,6.163175978
ENSG00000174574,7.708995525,7.79761759
ENSG00000158290,6.28697214,6.115584716
ENSG00000136141,4.610042905,4.511805401
ENSG00000144642,3.062419527,3.053719402
ENSG00000237753,7.398458899,7.470880742
ENSG00000180318,5.421642553,5.414470524
ENSG00000160695,4.681506693,4.948331545
ENSG00000149582,3.490580807,3.514783997
ENSG00000127554,6.848465075,6.659452422
ENSG00000134013,4.104027865,4.260291511
ENSG00000235706,6.167555814,6.429204098
ENSG00000159231,5.810512786,5.814626071
ENSG00000248996,1.547578533,2.623828825
ENSG00000241505,1.264331284,2.85184214
ENSG00000162542,7.055373621,7.211929132
ENSG00000134440,10.58670113,10.65657183
ENSG00000140307,10.54857673,10.53956955
ENSG00000205704,1.149086388,2.50005225
ENSG00000237807,2.137785577,3.085756399
ENSG00000124193,6.493435653,6.312363254
ENSG00000170835,6.497556291,6.763558699
ENSG00000142949,3.83852322,3.938970866
ENSG00000143409,10.07649256,10.09517199
ENSG00000160058,10.50532749,10.4899636
ENSG00000088970,8.814762696,8.816256794
ENSG00000157510,7.233587009,7.184781931
ENSG00000095627,2.529760546,3.690135068
ENSG00000166436,2.900847863,3.269129021
ENSG00000185324,10.31808261,10.39502249
ENSG00000086598,12.05741077,11.94487419
ENSG00000226125,3.258060665,4.562512432
ENSG00000062485,11.9747866,12.00464897
ENSG00000251169,7.082944609,7.11645816
ENSG00000230937,6.354998196,6.434045591
ENSG00000206538,6.149899748,6.337881698
ENSG00000115241,8.610135137,8.643414909
ENSG00000174738,6.637830096,6.786524181
ENSG00000164294,9.505033291,9.533760639
ENSG00000236830,4.191970177,4.532903589
ENSG00000165169,7.161530345,7.179844553
ENSG00000165209,8.826528505,8.905047365
ENSG00000108788,6.805660278,7.175764199
ENSG00000170085,7.454320944,7.70931307
ENSG00000119431,7.032314365,7.220795098
ENSG00000168621,4.638529016,5.034431729
ENSG00000287808,10.88350131,11.03518024
ENSG00000232131,2.375490077,2.144987225
ENSG00000143799,8.013699432,8.142132316
ENSG00000182568,7.992679488,8.039590931
ENSG00000226287,8.886535811,8.907712125
ENSG00000244998,9.504129618,9.591436005
ENSG00000137055,5.554408148,5.590287185
ENSG00000236332,2.326750542,2.60111163
ENSG00000174547,9.573043776,9.647357045
ENSG00000184809,8.445450315,8.379515154
ENSG00000249406,5.654909054,5.079663789
ENSG00000251474,3.008498522,2.659860547
ENSG00000120370,4.789947183,4.908729572
ENSG00000188536,3.232746145,2.079481365
ENSG00000162458,3.47414665,3.299830676
ENSG00000258481,6.892336298,6.769050425
ENSG00000255545,3.700275563,2.976200829
ENSG00000225546,4.58357709,4.785188899
ENSG00000248161,7.156386829,7.133937658
ENSG00000140743,6.963516707,7.033064922
ENSG00000166068,4.56905112,4.396514311
ENSG00000055208,10.60165915,10.59978526
ENSG00000130940,5.220886133,5.0164125
ENSG00000110442,7.830976578,7.839975478
ENSG00000185404,4.345173341,4.477529094
ENSG00000110195,9.478845696,9.476300137
ENSG00000237732,6.134177554,6.429955943
ENSG00000176912,5.709356017,5.825216004
ENSG00000117593,7.225425858,7.361126455
ENSG00000183255,9.776890975,9.375838813
ENSG00000118160,2.616245076,2.942087697
ENSG00000087263,8.690957873,8.697207297
ENSG00000104490,4.617498043,4.646657508
ENSG00000165030,10.40398451,10.34864786
ENSG00000103197,7.583688791,7.67382652
ENSG00000141424,5.785111582,5.563483514
ENSG00000119787,9.725855187,9.745405251
ENSG00000167123,9.390564082,9.407389426
ENSG00000101596,6.831935345,6.703760486
ENSG00000148498,7.098046197,7.066887064
ENSG00000077943,2.970919581,3.246577617
ENSG00000285806,2.863794431,2.559747708
ENSG00000179406,5.687536675,5.880289517
ENSG00000108828,9.000114974,8.994715627
ENSG00000128283,11.14034028,11.17823993
ENSG00000213533,10.06851423,9.948326363
ENSG00000137814,5.287474376,5.269236773
ENSG00000115295,4.740881553,5.081665296
ENSG00000183629,6.097583106,6.268554621
ENSG00000204576,5.024373411,5.035955226
ENSG00000106591,11.93930585,11.90350332
ENSG00000247765,4.884525972,4.947239501
ENSG00000154889,6.911886325,7.054895011
ENSG00000131386,6.394100148,6.259697377
ENSG00000198843,9.702284269,9.568830295
ENSG00000062282,11.03033592,10.94122972
ENSG00000101997,7.70570917,7.788972493
ENSG00000185900,1.942758244,3.061918288
ENSG00000077721,10.27643808,10.27120458
ENSG00000189362,3.821815565,4.078002002
ENSG00000198298,5.295124795,5.186199835
ENSG00000101405,6.219462196,6.394112697
ENSG00000147202,5.908385285,5.760886981
ENSG00000125508,1.743662131,2.630828673
ENSG00000100567,11.65732771,11.59534395
ENSG00000241163,6.379032556,6.75073553
ENSG00000169100,12.9165853,12.86321153
ENSG00000229331,1.97499951,2.360255885
ENSG00000241935,5.259424768,5.652873805
ENSG00000171791,5.213786304,5.044167558
ENSG00000152291,11.52929004,11.46794076
ENSG00000099260,5.62252548,5.690907448
ENSG00000169105,3.346036162,3.602118813
ENSG00000117601,14.38654837,14.40639616
ENSG00000244239,9.475462138,9.469717031
ENSG00000106772,5.494306738,5.3691386
ENSG00000007216,5.547150259,5.618581603
ENSG00000138111,7.906991944,7.995959249
ENSG00000069764,4.368957123,4.524566464
ENSG00000101935,8.559821559,8.878810082
ENSG00000091651,4.493925441,4.725244317
ENSG00000180998,2.43418678,2.551641278
ENSG00000267122,1.865881743,1.564622915
ENSG00000183281,8.706284345,8.886565197
ENSG00000172765,8.117191051,8.097682088
ENSG00000174886,11.49241422,11.53316879
ENSG00000141252,5.227623429,5.207618771
ENSG00000225932,10.05090988,10.04068093
ENSG00000232527,7.039577406,7.214195342
ENSG00000163898,5.474067122,5.173351063
ENSG00000267244,4.655424342,4.262450369
ENSG00000186329,2.442434767,0.281753316
ENSG00000094975,8.345211468,8.308591902
ENSG00000029725,5.244215617,5.191663823
ENSG00000182378,7.777805009,7.928224068
ENSG00000232044,6.377834064,6.257607644
ENSG00000169570,5.530459924,5.426528613
ENSG00000184678,6.556933384,6.656000336
ENSG00000117481,6.631661892,6.463174565
ENSG00000113638,4.324279172,4.331930703
ENSG00000236144,5.980135863,5.843229947
ENSG00000143079,5.626452447,5.530101719
ENSG00000065989,5.826509409,5.492786486
ENSG00000177839,8.517910265,8.553212096
ENSG00000184863,4.912774981,4.743912542
ENSG00000158321,4.155182073,3.819846505
ENSG00000254226,2.079412743,2.61434358
ENSG00000228559,3.629733858,3.204301131
ENSG00000135441,8.962110744,8.951880617
ENSG00000257727,12.57146428,12.60301203
ENSG00000143147,1.943163947,2.614004392
ENSG00000011258,5.400424464,5.510206456
ENSG00000169908,10.88211241,10.91985894
ENSG00000164885,9.917906206,9.923207856
ENSG00000001497,10.01411397,10.0155368
ENSG00000126814,9.096486339,9.059070787
ENSG00000170445,9.831093053,9.912555694
ENSG00000185842,4.884364564,5.031825573
ENSG00000147364,5.909777506,5.951767031
ENSG00000223704,3.781798075,4.718852446
ENSG00000230873,5.902768784,6.13944232
ENSG00000269994,5.992637807,6.069953671
ENSG00000078124,4.664317218,4.652489072
ENSG00000229955,2.248089727,2.27851692
ENSG00000164828,4.454516518,4.514619733
ENSG00000042832,7.891868625,7.71169022
ENSG00000124406,8.047064323,7.998944728
ENSG00000221963,8.301188609,8.198209312
ENSG00000235072,5.459237056,5.469068123
ENSG00000161031,6.082443215,6.038762899
ENSG00000156521,6.135118853,6.124791586
ENSG00000100380,3.533562759,3.583451332
ENSG00000106034,5.789657542,5.51313108
ENSG00000203727,7.51452095,7.500073747
ENSG00000080815,8.662720695,8.727276443
ENSG00000170248,3.964117097,4.023612656
ENSG00000181163,11.63462904,11.63687357
ENSG00000128342,5.896220572,6.205762645
ENSG00000067606,9.884642852,9.839559401
ENSG00000235483,7.803952237,7.615725573
ENSG00000236285,9.970662974,9.908215347
ENSG00000215256,7.279680566,7.20098906
ENSG00000184564,4.194475042,4.604915483
ENSG00000188883,7.933940312,7.871916075
ENSG00000179094,10.09623162,10.28286609
ENSG00000156869,7.209476447,7.072180137
ENSG00000130303,12.3729684,12.33213413
ENSG00000171467,4.376338923,4.021431412
ENSG00000256546,7.061590707,7.162399255
ENSG00000129214,3.4343166,4.272703276
ENSG00000249641,3.293629851,3.600240391
ENSG00000129657,7.985147378,8.104200767
ENSG00000049618,4.130740495,4.498042617
ENSG00000065809,10.07475446,10.09797471
ENSG00000127377,3.266280203,3.177202229
ENSG00000107968,5.113908582,5.571640003
ENSG00000237080,4.178259429,3.700775127
ENSG00000069431,5.059765534,4.933267032
ENSG00000234677,2.520566207,2.297489168
ENSG00000096060,11.49281634,11.57965023
ENSG00000070961,3.04626201,2.80850196
ENSG00000174501,7.022407758,6.782622556
ENSG00000259081,4.748235627,4.547026369
ENSG00000110203,4.413833015,4.366570737
ENSG00000110651,10.81350475,10.87588622
ENSG00000089505,3.333392743,3.274213828
ENSG00000057663,6.283735926,6.234111941
ENSG00000130066,12.79097547,12.75433805
ENSG00000131831,8.388965994,8.25032686
ENSG00000188185,4.825090925,4.819935397
ENSG00000229238,4.125272799,3.960985012
ENSG00000237036,3.494725806,3.277877179
ENSG00000183814,5.862171924,5.82873769
ENSG00000163235,9.76140451,9.744325367
ENSG00000063587,4.810676494,4.545314334
ENSG00000204370,8.951941538,9.031604709
ENSG00000140067,6.026875837,5.682041849
ENSG00000109536,5.91156066,5.897933361
ENSG00000281981,6.001708007,5.305226665
ENSG00000173141,7.648748076,7.565655388
ENSG00000244515,3.913815307,3.457586428
ENSG00000113141,9.93104006,9.879991369
ENSG00000237803,4.108704239,3.873294712
ENSG00000144802,6.048561953,6.325976262
ENSG00000011677,3.32222633,3.123373884
ENSG00000267534,6.262118781,6.295750656
ENSG00000236778,5.709341538,5.931664942
ENSG00000163933,7.364354861,7.370140337
ENSG00000236172,2.824785249,2.52301151
ENSG00000160113,13.3300698,13.33630067
ENSG00000197408,14.23579072,14.17519008
ENSG00000226009,1.980819636,2.100940138
ENSG00000136944,1.748048159,2.314389453
ENSG00000230695,3.432485943,3.29477284
ENSG00000228974,4.600756989,4.863758726
ENSG00000273611,10.42831728,10.32727326
ENSG00000168395,4.359303569,4.582172061
ENSG00000156313,6.323815727,6.20349735
ENSG00000033030,8.596180128,8.708107038
ENSG00000088826,7.713298907,7.695483137
ENSG00000067167,10.73043775,10.79564072
ENSG00000109572,7.538353332,7.459982545
ENSG00000114988,8.005864237,8.005082412
ENSG00000242120,5.59353888,6.195409891
ENSG00000238272,5.005942904,5.410485108
ENSG00000106554,8.890900179,8.864698625
ENSG00000146457,6.619739968,6.551163291
ENSG00000101544,5.176531593,5.349364716
ENSG00000118363,9.306553582,9.251033951
ENSG00000011198,8.678813756,8.564039766
ENSG00000135801,6.936571273,6.862199454
ENSG00000178104,5.428357628,5.37430668
ENSG00000255271,8.700718983,8.855206063
ENSG00000267278,2.600427642,3.638935015
ENSG00000107317,3.985550321,4.045806285
ENSG00000165280,12.98578086,12.9666951
ENSG00000272977,5.079061373,5.282024566
ENSG00000172932,8.785223447,8.939342341
ENSG00000160410,5.88804555,6.048529806
ENSG00000272541,5.17931988,5.457171897
ENSG00000168209,11.20118898,11.15671754
ENSG00000177669,2.916743394,2.920866719
ENSG00000272848,4.453600421,4.701067903
ENSG00000250510,6.883969224,6.901710292
ENSG00000197046,5.204295752,5.35047549
ENSG00000175344,7.012516357,7.080926419
ENSG00000163683,10.75296351,10.76877037
ENSG00000153363,8.038393702,8.190698382
ENSG00000100058,10.68120776,10.72859817
ENSG00000115966,5.191773935,5.204296549
ENSG00000204623,2.012854704,2.132340685
ENSG00000232680,1.504743276,1.6634554
ENSG00000258959,2.531054379,1.571327472
ENSG00000203878,2.669123464,2.652880625
ENSG00000167034,2.790779758,2.827696616
ENSG00000257504,4.232168507,2.707264768
ENSG00000235795,5.193102218,4.707057862
ENSG00000128641,10.02080626,10.02305315
ENSG00000141127,9.197726234,9.256968122
ENSG00000095637,6.306322274,6.036969461
ENSG00000160957,2.84349171,2.921513343
ENSG00000229321,3.973198786,3.318129361
ENSG00000010404,7.76248478,7.735386992
ENSG00000230698,2.814219944,2.399112729
ENSG00000145050,11.48955133,11.54044294
ENSG00000164933,8.761688016,8.81598981
ENSG00000249395,5.758935158,5.455030091
ENSG00000170482,6.298024899,6.338689908
ENSG00000240356,6.897076463,7.044145858
ENSG00000169504,7.999157889,7.962716124
ENSG00000206150,6.150786961,6.327515821
ENSG00000040933,4.7470281,4.803027056
ENSG00000118600,8.725324611,8.586360827
ENSG00000182183,3.849433547,3.48223185
ENSG00000256188,1.829109533,2.204189753
ENSG00000115540,8.341119978,8.369828249
ENSG00000247595,7.623601998,7.670176686
ENSG00000042980,3.765372087,2.938209488
ENSG00000205978,2.829466933,2.552052333
ENSG00000179528,2.422598271,2.726192717
ENSG00000263990,1.328007298,2.792403973
ENSG00000100889,10.88815015,10.84199837
ENSG00000188021,8.322346633,8.382663314
ENSG00000284084,3.471261619,3.288875382
ENSG00000227218,2.705710595,3.279312968
ENSG00000165478,3.253623819,3.736523933
ENSG00000122026,13.55040742,13.46671263
ENSG00000182199,11.72483332,11.68610461
ENSG00000103479,8.224684592,8.308272385
ENSG00000243844,10.52970224,10.44902318
ENSG00000140263,4.133938514,4.44996605
ENSG00000267395,6.451356884,6.578973788
ENSG00000101189,7.593781798,7.64685462
ENSG00000214184,4.305981172,4.515686605
ENSG00000249846,6.378653588,6.474649246
ENSG00000189051,10.49418201,10.26176505
ENSG00000003249,2.344162641,2.34516656
ENSG00000228218,9.081735625,9.123242113
ENSG00000225678,2.115433844,2.220201748
ENSG00000173614,8.142422448,7.746423172
ENSG00000182796,5.540761269,5.844775156
ENSG00000248187,3.64032522,3.925692279
ENSG00000062650,8.936844126,8.899920142
ENSG00000136378,2.656621478,3.359212462
ENSG00000275120,2.414173758,2.82897334
ENSG00000062485,10.22343053,10.2979201
ENSG00000206474,2.826202359,3.721876991
ENSG00000250806,4.26182918,6.429956477
ENSG00000184384,3.057442978,3.231176983
ENSG00000220161,4.806423177,4.981269905
ENSG00000215386,7.979560611,8.009136126
ENSG00000255120,1.448814846,2.15258177
ENSG00000240849,7.311583515,7.275932605
ENSG00000253537,3.298000746,3.416908368
ENSG00000212864,4.91690702,5.29807814
ENSG00000243176,2.340756608,2.171452341
ENSG00000138834,11.49291287,11.70468186
ENSG00000054356,2.081837129,1.748527413
ENSG00000185915,2.447860699,1.610407875
ENSG00000113013,10.00380092,10.05079506
ENSG00000187862,2.165980668,2.301601467
ENSG00000248498,8.52021541,8.635199127
ENSG00000205155,9.628391818,9.651509495
ENSG00000249378,9.082444674,8.942490203
ENSG00000172375,9.400537911,9.43179876
ENSG00000110841,7.652931386,7.57671959
ENSG00000187764,3.279410937,3.191141334
ENSG00000104129,6.366249247,6.32026461
ENSG00000155093,3.331474735,1.646680173
ENSG00000234442,6.966137224,6.64507161
ENSG00000151338,4.601963081,4.597910925
ENSG00000204642,7.988835867,8.053445907
ENSG00000253673,4.679656624,4.320149085
ENSG00000286135,4.93476178,3.442842616
ENSG00000228340,3.689871463,3.149208348
ENSG00000073464,7.402389283,7.345961904
ENSG00000198689,8.47997423,8.440718865
ENSG00000197746,12.24794239,12.42174198
ENSG00000173436,12.50111632,12.47878131
ENSG00000141027,10.16236744,10.05772627
ENSG00000238279,2.045660454,2.257084704
ENSG00000109390,12.67828077,12.65416432
ENSG00000261584,6.291615683,6.514130916
ENSG00000276903,3.014493785,3.365681892
ENSG00000169169,1.405402427,2.200215871
ENSG00000228878,4.235780477,4.241102517
ENSG00000260708,6.853746783,7.006411507
ENSG00000168874,2.975392595,4.030710846
ENSG00000228391,2.239284378,3.368317099
ENSG00000272325,7.480065268,7.417802903
ENSG00000111846,3.836545777,4.227716609
ENSG00000238227,7.873226737,7.862548024
ENSG00000259635,3.996831983,4.337383183
ENSG00000122043,2.373915733,3.406380397
ENSG00000168653,13.88606941,13.88247808
ENSG00000031691,5.779781004,5.858227744
ENSG00000274751,9.899359182,10.1589836
ENSG00000243307,7.62322483,7.922678216
ENSG00000108590,3.613748016,3.408434654
ENSG00000145920,5.324105131,5.934830391
ENSG00000261552,3.413985041,3.713130661
ENSG00000250596,5.911433934,5.959167731
ENSG00000143891,7.314463065,7.262204341
ENSG00000056972,6.561079991,6.621656481
ENSG00000058729,7.83984953,7.800557192
ENSG00000125962,8.173796682,8.991926861
ENSG00000189229,4.338925941,4.257496346
ENSG00000215177,4.264098244,4.589133801
ENSG00000105404,12.70043469,12.66016378
ENSG00000168067,4.1697494,4.056189451
ENSG00000138641,3.462924046,3.125990135
ENSG00000146278,11.47119929,11.39543975
ENSG00000129757,3.633342724,3.853628988
ENSG00000167996,15.80641189,15.62486521
ENSG00000005893,11.33358567,11.33046613
ENSG00000101343,5.407190895,5.547195993
ENSG00000186106,8.771092377,8.746672434
ENSG00000261187,3.365797948,3.922495586
ENSG00000125454,8.80340895,8.883532152
ENSG00000259331,3.022454076,2.389425313
ENSG00000274922,8.03800517,8.114507046
ENSG00000114054,9.900280805,9.919790908
ENSG00000227634,3.534805036,3.519808044
ENSG00000149557,2.520518366,2.572322478
ENSG00000007202,10.20965098,10.38569482
ENSG00000114353,13.5313693,13.50863579
ENSG00000149532,10.57070198,10.66167307
ENSG00000077044,9.49535995,9.602699184
ENSG00000105479,4.319190234,4.586638643
ENSG00000125354,4.960879823,5.067614592
ENSG00000145782,8.555102906,8.577126716
ENSG00000244945,2.119579477,1.990430129
ENSG00000142798,3.502583293,3.138583332
ENSG00000173914,7.014528139,7.106194255
ENSG00000225661,9.845503022,9.64975569
ENSG00000227835,7.113302473,6.98628304
ENSG00000170743,4.209942125,4.263416507
ENSG00000172840,5.670003564,5.600176713
ENSG00000066382,3.840502584,3.978142963
ENSG00000124249,3.712682737,3.250200476
ENSG00000152558,10.51995859,10.40748529
ENSG00000187566,3.311571782,3.320298695
ENSG00000230724,10.55709675,10.61170933
ENSG00000276997,3.306063182,3.336466601
ENSG00000233098,8.567917133,8.523696099
ENSG00000105722,6.3171407,6.309938783
ENSG00000231290,3.703281038,3.732091078
ENSG00000153066,4.415755664,4.467201176
ENSG00000247498,5.894436762,5.853338709
ENSG00000225329,3.409005221,3.07733089
ENSG00000163637,5.384647168,4.860168588
ENSG00000120594,9.48981512,9.315677849
ENSG00000078401,5.681772368,5.842981741
ENSG00000240230,7.20674685,7.340232915
ENSG00000171988,5.661689912,5.611657352
ENSG00000175054,8.128348937,8.144710721
ENSG00000161677,2.832023719,3.126228058
ENSG00000139218,6.259020508,6.288802866
ENSG00000171604,11.51088269,11.4571396
ENSG00000263011,6.599170565,6.701154504
ENSG00000277147,10.95259851,10.83349344
ENSG00000212464,8.382914187,7.929309748
ENSG00000234753,4.181711338,4.556401106
ENSG00000224597,3.437760571,3.877689595
ENSG00000236581,1.540643511,2.357249673
ENSG00000269713,7.059954125,6.946230134
ENSG00000138604,6.626978864,6.531910385
ENSG00000102760,7.117362178,7.065065277
ENSG00000169093,8.22865681,8.314564277
ENSG00000165816,4.260089448,4.934418147
ENSG00000129235,7.950574566,7.872761006
ENSG00000119414,5.748828187,5.660670419
ENSG00000240889,5.615073537,6.024769463
ENSG00000172986,7.077459508,7.058576424
ENSG00000164296,4.581167743,4.682199802
ENSG00000152818,4.746553879,4.412249673
ENSG00000178031,2.840681236,2.670774807
ENSG00000117475,6.286183098,6.106727467
ENSG00000083223,2.037207713,2.178058373
ENSG00000163114,3.944190925,3.794880272
ENSG00000100284,11.74793991,11.77538577
ENSG00000178104,8.812506307,8.779768294
ENSG00000233452,2.715024455,2.66145814
ENSG00000178718,5.111347479,5.477623124
ENSG00000178105,9.183021811,9.131069445
ENSG00000182836,8.675576947,8.62260856
ENSG00000001631,9.036511323,9.111979658
ENSG00000146856,5.803323775,5.995196433
ENSG00000187838,4.012722621,4.250596646
ENSG00000133943,4.487997818,4.75737116
ENSG00000051825,4.829789053,5.134512603
ENSG00000156136,3.987644532,4.137001113
ENSG00000261715,8.867837954,8.998158301
ENSG00000156096,11.36340289,11.53468539
ENSG00000187954,7.380364464,7.510137696
ENSG00000263150,2.361592478,1.993428958
ENSG00000225398,3.443148768,3.435309294
ENSG00000118898,10.07234271,10.11779304
ENSG00000107796,9.084748539,9.212830533
ENSG00000249859,3.368199915,3.765284238
ENSG00000079805,3.310449008,2.761961945
ENSG00000167775,9.572556169,9.564984058
ENSG00000197728,14.87192986,14.86769596
ENSG00000186088,6.399727339,6.373676329
ENSG00000158636,5.907204897,5.865460736
ENSG00000125266,2.743005272,1.963950587
ENSG00000168297,7.200970694,7.004831669
ENSG00000106299,11.06082547,11.03697358
ENSG00000284738,2.632675287,2.6953371
ENSG00000136930,11.69236143,11.72941747
ENSG00000101474,10.04459856,10.19711742
ENSG00000178803,8.688629201,8.590010448
ENSG00000067715,6.929979288,6.818669394
ENSG00000225210,5.779269138,5.727695218
ENSG00000103942,4.082006561,3.830102682
ENSG00000151276,2.243556983,2.535211268
ENSG00000188818,5.854146177,6.111329095
ENSG00000237361,12.70142094,12.63180347
ENSG00000131797,7.203162144,7.278679412
ENSG00000220343,13.27332664,13.28714019
ENSG00000023734,11.02579393,11.00828374
ENSG00000130038,6.136505055,5.301380445
ENSG00000160226,7.644515706,7.828145232
ENSG00000140400,4.743467204,5.119804869
ENSG00000153885,3.329661081,3.471092481
ENSG00000204278,2.540675728,3.644786774
ENSG00000248746,4.175017217,4.50263729
ENSG00000158639,6.841052194,6.746702319
ENSG00000106524,6.022912708,6.226872187
ENSG00000111639,11.59755405,11.496816
ENSG00000124172,15.31300231,15.24546984
ENSG00000176054,14.00064007,13.98267714
ENSG00000243251,5.616962764,5.507356829
ENSG00000233746,2.127270131,2.801646926
ENSG00000133818,10.21284575,10.17389557
ENSG00000153107,3.66653033,3.923178294
ENSG00000111328,7.086776176,7.396941202
ENSG00000165406,3.879128032,3.785302853
ENSG00000260518,9.580552529,9.606718966
ENSG00000064205,9.907591549,9.833837085
ENSG00000144228,5.798587959,5.715730715
ENSG00000139793,9.753235213,9.720642732
ENSG00000054277,7.419412233,7.345664656
ENSG00000174669,2.126477124,3.376278642
ENSG00000258057,2.046807321,1.966330147
ENSG00000241945,7.38200711,7.40984236
ENSG00000270441,7.124992376,6.946837817
ENSG00000181418,4.638740093,4.962147951
ENSG00000120896,12.83713443,12.97300767
ENSG00000283434,3.855874626,3.919325622
ENSG00000058673,10.07309045,10.02551364
ENSG00000143429,9.736476421,9.635874753
ENSG00000187837,12.75695133,12.65794013
ENSG00000177359,1.796551641,2.488027944
ENSG00000145979,8.019241659,7.9975492
ENSG00000181666,2.613174154,2.311380449
ENSG00000242125,2.364164237,2.13506363
ENSG00000223478,7.846145716,7.845717827
ENSG00000239605,1.521095743,1.938739683
ENSG00000197838,9.997336983,9.936375529
ENSG00000196782,3.538255097,4.133157769
ENSG00000233184,3.312209841,3.337276457
ENSG00000163071,8.233251195,8.291833016
ENSG00000237031,5.482681065,5.553309569
ENSG00000155755,4.640221635,4.620903243
ENSG00000112695,13.99533446,14.0089133
ENSG00000249996,2.652820958,2.363620269
ENSG00000181904,7.327251052,7.282985722
